024900,364,"2,924",5,76,3,26,102,323
025000,415,10,2,"1,065",0,0,19,211
025100,197,"2,671",8,140,4,6,62,728
025200,"2,183",30,2,"1,779",0,8,63,721
025300,350,"1,703",4,88,4,6,78,521
025400,"1,259",18,3,"1,804",0,6,41,369
025500,53,"2,164",24,70,2,5,64,"2,720"
025600,"1,196",16,1,"1,612",0,5,36,192
025700,220,695,17,76,0,5,16,"1,102"
025800,"2,195",35,7,"1,561",0,6,36,757
025901,213,823,1,38,1,1,30,903
025902,24,"1,701",8,33,1,0,48,"1,604"
026000,"1,471",5,3,"1,741",7,8,44,370
026100,354,"3,042",15,74,0,17,91,"1,324"
026200,948,16,4,"1,086",0,3,25,292
026300,60,"1,386",5,25,0,1,33,358
026400,"1,975",29,3,"1,566",5,16,38,960
026500,133,"2,963",18,68,3,16,77,560
026600,"1,781",8,8,"1,459",1,5,34,437
026700,293,"3,122",9,53,1,11,84,347
026800,"2,265",32,1,"1,232",0,9,45,604
026900,218,"2,169",8,76,0,11,59,229
027000,"1,621",17,3,634,0,5,38,131
027100,40,"2,037",2,136,0,5,37,214
027200,"1,699",8,4,"1,091",0,4,36,638
027300,127,"2,401",6,52,0,5,55,167
027400,"1,504",11,1,"1,200",0,2,59,251
027500,250,"3,300",38,98,0,11,84,399
027600,"1,547",28,14,"1,324",0,14,30,737
027700,99,"3,416",6,22,1,10,36,355
027800,"1,711",19,8,949,0,3,30,500
027900,103,"3,055",9,32,0,11,60,404
028000,873,7,0,631,1,2,7,240
028100,110,"2,456",9,33,1,12,41,"1,531"
028200,"1,706",26,0,925,0,7,29,250
028300,170,"2,306",13,45,0,18,38,"1,507"
028400,"2,160",25,3,"1,019",0,12,70,714
028501,81,74,4,11,0,2,7,249
028502,11,"1,389",5,8,0,0,24,"1,365"
028600,"2,888",126,3,"1,121",0,12,53,611
028700,281,"1,214",9,255,0,4,29,"1,199"
028800,"1,526",32,1,"1,207",0,9,31,652
028900,161,"2,114",7,85,0,15,48,"1,108"
029000,"2,685",31,1,725,1,9,52,416
029100,88,"2,461",8,31,0,6,43,464
029200,"1,375",24,0,685,2,8,33,412
029300,56,"2,485",14,55,0,14,36,446
029400,"1,420",57,4,585,0,7,45,203
029500,191,"2,768",7,58,0,11,70,320
029600,"3,443",35,5,"1,385",6,7,109,556
029700,210,"2,827",6,30,0,5,61,205
029800,"1,776",40,0,"1,204",0,5,20,672
029900,50,"1,930",2,78,0,6,16,497
030000,"1,621",20,1,"1,996",0,14,49,419
030100,62,"2,287",11,19,0,3,43,325
030200,"1,799",13,1,"2,087",0,3,40,271
030300,44,"3,607",9,46,1,27,57,667
030400,"2,009",65,3,"1,705",2,8,43,446
030500,"1,540","2,569",6,358,3,31,158,884
030600,925,9,0,687,0,4,50,330
030700,56,"3,755",8,9,1,5,73,637
030800,"1,214",24,0,455,0,5,12,239
030900,20,"1,416",1,17,0,7,12,281
